Date,Name of Species,Small (in Rs.),Medium (in Rs.),Large (in Rs.)
18/8/2022,Needle cuttle fish,200,NA,NA
18/8/2022,Big eye trevally,NA,NA,150
18/8/2022,Pool Barb,35,NA,NA
18/8/2022,Spiny cheek grouper,450,NA,NA
18/8/2022,Cobia,NA,340,NA
18/8/2022,Indian white prawn,300,NA,NA
18/8/2022,Striped bonito,300,NA,NA
18/8/2022,Black Rohu,135,NA,NA
18/8/2022,Great barracuda,NA,NA,240
18/8/2022,Granulated guitar fish,100,NA,NA
18/8/2022,Giant freshwater prawn,320,NA,NA
18/8/2022,Rainbow sardine,200,NA,NA
18/8/2022,Big-eyes,80,NA,NA
18/8/2022,Oyster,200,NA,NA
18/8/2022,Rainbow Trout,800,NA,NA
18/8/2022,Black marlin,NA,NA,250
18/8/2022,Spineless cuttle fish,300,NA,NA
18/8/2022,Carnatic carp,130,NA,NA
18/8/2022,Catla,120,NA,NA
18/8/2022,Sword fish,300,NA,NA
18/8/2022,Bearded croaker,400,NA,NA
18/8/2022,Little tuna,NA,NA,120
18/8/2022,Green mussel,200,NA,NA
18/8/2022,Grass carp,150,NA,NA
18/8/2022,Silver pomfret,1600,NA,NA
18/8/2022,Japanese threadfin bream,60,NA,NA
18/8/2022,Pelagic thresher,200,NA,NA
18/8/2022,Black pomfret,350,NA,NA
18/8/2022,Green mud crab,NA,550,NA
18/8/2022,Small head hairtail,150,NA,NA
18/8/2022,Indian Glassy Fish,30,NA,NA
18/8/2022,Common carp,100,NA,NA
18/8/2022,Torpedo scad,250,NA,NA
18/8/2022,False trevally,200,NA,NA
18/8/2022,Long tail tuna,NA,NA,160
18/8/2022,Horse Mackerel,300,NA,NA
18/8/2022,Indian featherback or Chital,390,NA,NA
18/8/2022,Talang queen fish,250,NA,NA
18/8/2022,Malabar grouper,NA,100,NA
18/8/2022,Pharaoh cuttle fish,200,NA,NA
18/8/2022,Roopchand,170,NA,NA
18/8/2022,Indian scad,NA,140,NA
18/8/2022,Malabar anchovy,250,NA,NA
18/8/2022,Tiger loach,40,NA,NA
18/8/2022,Mrigal,100,NA,NA
18/8/2022,Whitefin wolf herring,100,NA,NA
18/8/2022,Frigate tuna,600,NA,NA
18/8/2022,Milk shark,NA,NA,280
18/8/2022,Indian nylon shrimp,100,NA,NA
18/8/2022,Golden Mahseer,400,NA,NA
18/8/2022,White sardine,400,NA,NA
18/8/2022,Spotted crab,NA,180,NA
18/8/2022,Pickhandle barracuda,150,NA,NA
18/8/2022,Reba Carp,140,NA,NA
18/8/2022,Indo -pacific sail fish,NA,NA,250
18/8/2022,Kiddi shrimp,250,NA,NA
18/8/2022,Giant Snakehead,140,NA,NA
18/8/2022,Rohu,120,NA,NA
18/8/2022,Whiteleg Shrimp,250,NA,NA
18/8/2022,Giant catfish,900,NA,NA
18/8/2022,Burmese King Fish,150,NA,NA
18/8/2022,Indian thread fin,200,NA,NA
18/8/2022,Indian river shad,140,NA,NA
18/8/2022,Yellow goat fish,300,NA,NA
18/8/2022,Assamese snake head,20,NA,NA
18/8/2022,Red ring,80,NA,NA
18/8/2022,Grey mullet,NA,NA,620
18/8/2022,Malabar blood snapper,NA,550,NA
18/8/2022,John\'s snapper,500,NA,NA
18/8/2022,Green Snake head,NA,NA,75
18/8/2022,Silver carp,100,NA,NA
18/8/2022,Jaya,80,NA,NA
18/8/2022,Indian anchovy,200,NA,NA
18/8/2022,Narrow-barred spanish mackerel,NA,NA,600
18/8/2022,Large head hairtail,300,NA,NA
18/8/2022,Magur,380,NA,NA
18/8/2022,Zig zag eel,120,NA,NA
18/8/2022,Black barred half beak,350,NA,NA
19/8/2022,Small head hairtail,200,NA,NA
19/8/2022,Needle cuttle fish,200,NA,NA
19/8/2022,Malabar grouper,NA,NA,400
19/8/2022,Pool Barb,160,NA,NA
19/8/2022,Great barracuda,NA,300,NA
19/8/2022,Whitefin wolf herring,100,NA,NA
19/8/2022,Indian featherback or Chital,410,NA,NA
19/8/2022,Asian Seabass,NA,NA,580
19/8/2022,Commersons glassy perchlet,100,NA,NA
19/8/2022,Black tip reef shark,NA,NA,350
19/8/2022,Chocolate Mahseer,150,NA,NA
19/8/2022,Indian squid,450,NA,NA
19/8/2022,Spineless cuttle fish,450,NA,NA
19/8/2022,Oyster,200,NA,NA
19/8/2022,Pharaoh cuttle fish,NA,NA,584
19/8/2022,Mangrove snapper,NA,450,NA
19/8/2022,Indo -pacific sail fish,NA,250,NA
19/8/2022,Indian white prawn,300,NA,NA
19/8/2022,Whiteleg Shrimp,250,NA,NA
19/8/2022,Indian river shad,170,NA,NA
19/8/2022,Pearl Spot,NA,NA,490
19/8/2022,Granulated guitar fish,100,NA,NA
19/8/2022,Blue Swimming Crab,NA,NA,800
19/8/2022,Burmese King Fish,150,NA,NA
19/8/2022,Indo-pacific seer fish,800,NA,NA
19/8/2022,Spotted eagle ray,500,NA,NA
19/8/2022,Pelagic thresher,300,NA,NA
19/8/2022,Silver pomfret,450,NA,NA
19/8/2022,Indian mackerel,NA,450,NA
19/8/2022,Rock lobster,NA,NA,1300
19/8/2022,Catla,120,NA,NA
19/8/2022,Yellowfin tuna,400,NA,NA
19/8/2022,Magur,350,NA,NA
19/8/2022,Grey mullet,NA,NA,550
19/8/2022,Green mussel,200,NA,NA
19/8/2022,Cobia,NA,NA,560
19/8/2022,Rita,130,NA,NA
19/8/2022,Japanese threadfin bream,300,NA,NA
19/8/2022,Big-eyes,NA,200,NA
19/8/2022,Pickhandle barracuda,200,NA,NA
19/8/2022,Silver sillago,NA,NA,200
19/8/2022,Bearded croaker,NA,350,NA
19/8/2022,Yellow goat fish,NA,160,NA
19/8/2022,Common carp,100,NA,NA
19/8/2022,striped Spiny Eel,400,NA,NA
19/8/2022,Indian butter catfish,190,NA,NA
19/8/2022,Indian anchovy,NA,130,NA
19/8/2022,Indian nylon shrimp,100,NA,NA
19/8/2022,Common dolphin fish,NA,NA,300
19/8/2022,Golden Mahseer,400,NA,NA
19/8/2022,Kiddi shrimp,400,NA,NA
19/8/2022,Malabar tongue sole,NA,280,NA
19/8/2022,Red ring,100,NA,NA
19/8/2022,Spiny cheek grouper,NA,NA,280
19/8/2022,Gold spot mullet,NA,400,NA
19/8/2022,Indian Glassy Fish,20,NA,NA
19/8/2022,Mrigal,100,NA,NA
19/8/2022,Stripped Gourami,160,NA,NA
19/8/2022,Reba Carp,140,NA,NA
19/8/2022,Rainbow sardine,NA,100,NA
19/8/2022,John\'s snapper,600,NA,NA
19/8/2022,Indian thread fin,200,NA,NA
19/8/2022,Flat head lobster,NA,NA,500
19/8/2022,Rainbow Trout,800,NA,NA
19/8/2022,False trevally,NA,150,NA
19/8/2022,Skipjack tuna,200,NA,NA
19/8/2022,Torpedo scad,NA,NA,300
19/8/2022,Green mud crab,NA,350,NA
19/8/2022,Green Snake head,NA,250,NA
19/8/2022,Rohu,120,NA,NA
19/8/2022,Zig zag eel,400,NA,NA
19/8/2022,Singhi,280,NA,NA
19/8/2022,Silver Belly,NA,200,NA
19/8/2022,Little tuna,400,NA,NA
19/8/2022,Large head hairtail,300,NA,NA
19/8/2022,Flowercrab,NA,NA,700
19/8/2022,Roopchand,170,NA,NA
19/8/2022,Greater lizard fish,80,NA,NA
19/8/2022,Spade nose shark,400,NA,NA
19/8/2022,Bronze Featherback,140,NA,NA
19/8/2022,Horse Mackerel,NA,350,NA
19/8/2022,Jaya,120,NA,NA
19/8/2022,Silver carp,100,NA,NA
19/8/2022,Smooth brass snake head,180,NA,NA
19/8/2022,Pompano,NA,200,NA
19/8/2022,Long tail tuna,400,NA,NA
19/8/2022,Lesser tigertooth croaker,400,NA,NA
19/8/2022,Four finger thread fin,NA,NA,650
19/8/2022,Assamese snake head,190,NA,NA
19/8/2022,Indian scad,50,NA,NA
19/8/2022,Splendid pony fish,150,NA,NA
19/8/2022,Climbing Perch,140,NA,NA
19/8/2022,Oil sardine,NA,300,NA
19/8/2022,Giant Snakehead,140,NA,NA
19/8/2022,Murrel,400,NA,NA
19/8/2022,Fringed-lipped peninsula carp,150,NA,NA
19/8/2022,Black barred half beak,500,NA,NA
19/8/2022,Malabar anchovy,300,NA,NA
19/8/2022,Milk fish,150,NA,NA
19/8/2022,Giant catfish,NA,NA,230
19/8/2022,Carnatic carp,160,NA,NA
19/8/2022,Talang queen fish,NA,180,NA
19/8/2022,Spotted croaker,200,NA,NA
19/8/2022,Black Rohu,210,NA,NA
19/8/2022,Spotted crab,NA,350,NA
19/8/2022,Big eye thresher,300,NA,NA
19/8/2022,Tilapia,70,NA,NA
19/8/2022,Pangas catfish,150,NA,NA
19/8/2022,Bombay duck,250,NA,NA
19/8/2022,Malabar blood snapper,400,NA,NA
19/8/2022,Milk shark,350,NA,NA
19/8/2022,Giant tiger prawn,NA,NA,580
19/8/2022,Jinga prawn,NA,350,NA
19/8/2022,Black marlin,NA,NA,240
19/8/2022,Striped bonito,300,NA,NA
19/8/2022,Giant freshwater prawn,300,NA,NA
19/8/2022,White sardine,NA,350,NA
19/8/2022,Big eye tuna,300,NA,NA
19/8/2022,Big eye trevally,NA,NA,330
19/8/2022,Short fin eel,150,NA,NA
19/8/2022,Gold spotted granadier anchovy,200,NA,NA
19/8/2022,Narrow-barred spanish mackerel,800,NA,NA
19/8/2022,Mustached anchovy,100,NA,NA
19/8/2022,Greasy grouper,NA,NA,400
19/8/2022,Flower tail prawn,NA,300,NA
19/8/2022,Frigate tuna,NA,120,NA
19/8/2022,Sword fish,300,NA,NA
19/8/2022,Grass carp,150,NA,NA
19/8/2022,Pabo Catfish,NA,300,NA
19/8/2022,Brown mussel,150,NA,NA
19/8/2022,Black pomfret,NA,NA,900
19/8/2022,Hilsa shad,1000,NA,NA
19/8/2022,Hound needle fish,450,NA,NA
20/8/2022,Four finger thread fin,400,NA,NA
20/8/2022,Skipjack tuna,200,NA,NA
20/8/2022,Smooth brass snake head,170,NA,NA
20/8/2022,Spotted crab,400,NA,NA
20/8/2022,Pompano,NA,330,NA
20/8/2022,Spiny cheek grouper,350,NA,NA
20/8/2022,Carnatic carp,130,NA,NA
20/8/2022,Big eye trevally,120,NA,NA
20/8/2022,Common dolphin fish,NA,NA,200
20/8/2022,Milk shark,NA,NA,300
20/8/2022,Grass carp,160,NA,NA
20/8/2022,Pabo Catfish,NA,420,NA
20/8/2022,Big eye tuna,550,NA,NA
20/8/2022,Gold spotted granadier anchovy,150,NA,NA
20/8/2022,Spade nose shark,400,NA,NA
20/8/2022,Tilapia,110,NA,NA
20/8/2022,White sardine,350,NA,NA
20/8/2022,Red ring,NA,330,NA
20/8/2022,Spineless cuttle fish,400,NA,NA
20/8/2022,Rita,300,NA,NA
20/8/2022,Black pomfret,380,NA,NA
20/8/2022,Pearl Spot,300,NA,NA
20/8/2022,Flat head lobster,NA,NA,2000
20/8/2022,Indo -pacific sail fish,300,NA,NA
20/8/2022,Indian featherback or Chital,380,NA,NA
20/8/2022,Stripped Gourami,NA,620,NA
20/8/2022,False trevally,200,NA,NA
20/8/2022,Indian nylon shrimp,NA,NA,200
20/8/2022,Splendid pony fish,150,NA,NA
20/8/2022,Golden Mahseer,400,NA,NA
20/8/2022,Yellow goat fish,300,NA,NA
20/8/2022,Silver Belly,NA,280,NA
20/8/2022,Small head hairtail,200,NA,NA
20/8/2022,Zig zag eel,135,NA,NA
20/8/2022,Gold spot mullet,NA,NA,240
20/8/2022,Black Rohu,135,NA,NA
20/8/2022,Brown mussel,150,NA,NA
20/8/2022,Needle cuttle fish,NA,NA,350
20/8/2022,Indian river shad,160,NA,NA
20/8/2022,Frigate tuna,600,NA,NA
20/8/2022,Indian scad,60,NA,NA
20/8/2022,Striped bonito,300,NA,NA
20/8/2022,Hilsa shad,370,NA,NA
20/8/2022,Assamese snake head,200,NA,NA
20/8/2022,Murrel,440,NA,NA
20/8/2022,Spotted croaker,150,NA,NA
20/8/2022,Pool Barb,160,NA,NA
20/8/2022,Blue Swimming Crab,NA,250,NA
20/8/2022,Giant guitar fish,NA,NA,70
20/8/2022,Large head hairtail,300,NA,NA
20/8/2022,Magur,410,NA,NA
20/8/2022,Giant catfish,800,NA,NA
20/8/2022,Japanese threadfin bream,250,NA,NA
20/8/2022,Sword fish,300,NA,NA
20/8/2022,Pangas catfish,160,NA,NA
20/8/2022,Burmese King Fish,550,NA,NA
20/8/2022,Malabar blood snapper,NA,530,NA
20/8/2022,Talang queen fish,NA,200,NA
20/8/2022,Fringed-lipped peninsula carp,150,NA,NA
20/8/2022,Flowercrab,NA,250,NA
20/8/2022,Granulated guitar fish,NA,NA,80
20/8/2022,Pelagic thresher,NA,NA,200
20/8/2022,Mrigal,140,NA,NA
20/8/2022,Indian anchovy,250,NA,NA
20/8/2022,John\'s snapper,550,NA,NA
20/8/2022,Torpedo scad,250,NA,NA
20/8/2022,Rainbow Trout,800,NA,NA
20/8/2022,Indian trout,550,NA,NA
20/8/2022,Big eye thresher,NA,NA,150
20/8/2022,Little tuna,NA,300,NA
20/8/2022,Chocolate Mahseer,150,NA,NA
20/8/2022,Jinga prawn,NA,200,NA
20/8/2022,Greasy grouper,NA,NA,200
20/8/2022,Pharaoh cuttle fish,NA,NA,300
20/8/2022,Indian butter catfish,160,NA,NA
20/8/2022,Indian mackerel,250,NA,NA
20/8/2022,Kiddi shrimp,350,NA,NA
20/8/2022,Whitefin wolf herring,100,NA,NA
20/8/2022,Roopchand,170,NA,NA
20/8/2022,Cobia,NA,400,NA
20/8/2022,Big-eyes,NA,NA,70
20/8/2022,Long tail tuna,NA,NA,300
20/8/2022,Bronze Featherback,140,NA,NA
20/8/2022,Green Snake head,400,NA,NA
20/8/2022,Flower tail prawn,NA,230,NA
20/8/2022,Bombay duck,200,NA,NA
20/8/2022,Rock lobster,NA,NA,2000
20/8/2022,Reba Carp,140,NA,NA
20/8/2022,Indo-pacific seer fish,1800,NA,NA
20/8/2022,Malabar grouper,NA,120,NA
20/8/2022,Whiteleg Shrimp,250,NA,NA
20/8/2022,Giant tiger prawn,NA,530,NA
20/8/2022,Hound needle fish,NA,350,NA
20/8/2022,Black marlin,NA,NA,500
20/8/2022,Malabar anchovy,250,NA,NA
20/8/2022,Catla,260,NA,NA
20/8/2022,striped Spiny Eel,400,NA,NA
20/8/2022,Narrow-barred spanish mackerel,NA,700,NA
20/8/2022,Greater lizard fish,NA,NA,100
20/8/2022,Milk fish,100,NA,NA
20/8/2022,Rohu,200,NA,NA
20/8/2022,Lesser tigertooth croaker,700,NA,NA
20/8/2022,Spotted eagle ray,400,NA,NA
20/8/2022,Yellowfin tuna,400,NA,NA
20/8/2022,Indian white prawn,410,NA,NA
20/8/2022,Indian thread fin,NA,550,NA
20/8/2022,Black tip reef shark,NA,NA,300
20/8/2022,Zebra Danio,120,NA,NA
20/8/2022,Climbing Perch,120,NA,NA
20/8/2022,Giant Snakehead,NA,450,NA
20/8/2022,Rainbow sardine,NA,200,NA
20/8/2022,Green mud crab,NA,NA,550
20/8/2022,Oyster,200,NA,NA
20/8/2022,Silver carp,130,NA,NA
20/8/2022,Malabar tongue sole,450,NA,NA
20/8/2022,Mangrove snapper,NA,150,NA
20/8/2022,Indian Glassy Fish,15,NA,NA
20/8/2022,Silver pomfret,190,NA,NA
20/8/2022,Great barracuda,NA,320,NA
20/8/2022,Black barred half beak,NA,NA,50
20/8/2022,Green mussel,200,NA,NA
20/8/2022,Common carp,150,NA,NA
20/8/2022,Jaya,NA,520,NA
20/8/2022,Indian squid,250,NA,NA
20/8/2022,Grey mullet,350,NA,NA
20/8/2022,Silver sillago,NA,NA,120
20/8/2022,Singhi,310,NA,NA
20/8/2022,Oil sardine,200,NA,NA
20/8/2022,Mustached anchovy,NA,50,NA
20/8/2022,Short fin eel,80,NA,NA
20/8/2022,Asian Seabass,330,NA,NA
20/8/2022,Pickhandle barracuda,NA,370,NA
20/8/2022,Commersons glassy perchlet,NA,NA,60
20/8/2022,Horse Mackerel,300,NA,NA
20/8/2022,Giant freshwater prawn,310,NA,NA
20/8/2022,Tiger loach,NA,600,NA
20/8/2022,Bearded croaker,400,NA,NA
21/8/2022,Carnatic carp,130,NA,NA
21/8/2022,Golden Mahseer,400,NA,NA
21/8/2022,Splendid pony fish,100,NA,NA
21/8/2022,Indo-pacific seer fish,NA,800,NA
21/8/2022,Spotted crab,NA,350,NA
21/8/2022,Small head hairtail,250,NA,NA
21/8/2022,Common dolphin fish,300,NA,NA
21/8/2022,Rita,130,NA,NA
21/8/2022,Gold spotted granadier anchovy,250,NA,NA
21/8/2022,Milk fish,150,NA,NA
21/8/2022,Gold spot mullet,NA,NA,240
21/8/2022,Indian Glassy Fish,30,NA,NA
21/8/2022,Grass carp,300,NA,NA
21/8/2022,Spotted croaker,200,NA,NA
21/8/2022,Indian thread fin,NA,600,NA
21/8/2022,Pearl Spot,460,NA,NA
21/8/2022,Malabar grouper,500,NA,NA
21/8/2022,Flat head lobster,300,NA,NA
21/8/2022,Burmese King Fish,150,NA,NA
21/8/2022,Giant catfish,550,NA,NA
21/8/2022,Mustached anchovy,100,NA,NA
21/8/2022,Yellowfin tuna,NA,350,NA
21/8/2022,Green Snake head,110,NA,NA
21/8/2022,Tiger loach,40,NA,NA
21/8/2022,Hilsa shad,370,NA,NA
21/8/2022,Striped bonito,200,NA,NA
21/8/2022,Indian squid,NA,330,NA
21/8/2022,Black Rohu,135,NA,NA
21/8/2022,Malabar anchovy,350,NA,NA
21/8/2022,Granulated guitar fish,100,NA,NA
21/8/2022,Chocolate Mahseer,150,NA,NA
21/8/2022,Four finger thread fin,550,NA,NA
21/8/2022,Indian white prawn,300,NA,NA
21/8/2022,Needle cuttle fish,200,NA,NA
21/8/2022,Spotted eagle ray,NA,330,NA
21/8/2022,Jaya,200,NA,NA
21/8/2022,Zig zag eel,300,NA,NA
21/8/2022,Magur,250,NA,NA
21/8/2022,Sword fish,100,NA,NA
21/8/2022,Indian anchovy,NA,330,NA
21/8/2022,Singhi,600,NA,NA
21/8/2022,Long tail tuna,450,NA,NA
21/8/2022,Greater lizard fish,100,NA,NA
21/8/2022,Indian featherback or Chital,150,NA,NA
21/8/2022,False trevally,200,NA,NA
21/8/2022,Catla,120,NA,NA
21/8/2022,Oyster,200,NA,NA
21/8/2022,Silver Belly,NA,300,NA
21/8/2022,Stripped Gourami,100,NA,NA
21/8/2022,Big eye thresher,300,NA,NA
21/8/2022,Indian butter catfish,NA,450,NA
21/8/2022,Talang queen fish,150,NA,NA
21/8/2022,Bearded croaker,NA,400,NA
21/8/2022,Assamese snake head,NA,300,NA
21/8/2022,Little tuna,450,NA,NA
21/8/2022,Green mussel,200,NA,NA
21/8/2022,Short fin eel,150,NA,NA
21/8/2022,Frigate tuna,600,NA,NA
21/8/2022,Common carp,100,NA,NA
21/8/2022,Pelagic thresher,300,NA,NA
21/8/2022,Red ring,NA,380,NA
21/8/2022,Blue Swimming Crab,NA,500,NA
21/8/2022,Indian trout,100,NA,NA
21/8/2022,Big eye tuna,300,NA,NA
21/8/2022,Pangas catfish,160,NA,NA
21/8/2022,Torpedo scad,200,NA,NA
21/8/2022,Bronze Featherback,130,NA,NA
21/8/2022,Kiddi shrimp,450,NA,NA
21/8/2022,Horse Mackerel,300,NA,NA
21/8/2022,Giant freshwater prawn,350,NA,NA
21/8/2022,Lesser tigertooth croaker,700,NA,NA
21/8/2022,Mrigal,110,NA,NA
21/8/2022,Pharaoh cuttle fish,350,NA,NA
21/8/2022,Rainbow sardine,NA,250,NA
21/8/2022,Cobia,NA,380,NA
21/8/2022,Indian mackerel,280,NA,NA
21/8/2022,Big-eyes,100,NA,NA
21/8/2022,Roopchand,170,NA,NA
21/8/2022,Two wing flying fish,200,NA,NA
21/8/2022,Climbing Perch,130,NA,NA
21/8/2022,Jinga prawn,450,NA,NA
21/8/2022,Indian nylon shrimp,100,NA,NA
21/8/2022,Fringed-lipped peninsula carp,150,NA,NA
21/8/2022,Malabar tongue sole,400,NA,NA
21/8/2022,Rohu,100,NA,NA
21/8/2022,Rock lobster,800,NA,NA
21/8/2022,Pompano,NA,370,NA
21/8/2022,Flowercrab,NA,380,NA
21/8/2022,Malabar blood snapper,NA,550,NA
21/8/2022,Black marlin,300,NA,NA
21/8/2022,Giant tiger prawn,NA,530,NA
21/8/2022,Whitefin wolf herring,100,NA,NA
21/8/2022,Indian river shad,140,NA,NA
21/8/2022,John\'s snapper,650,NA,NA
21/8/2022,Indian scad,100,NA,NA
21/8/2022,Asian Seabass,330,NA,NA
21/8/2022,White sardine,350,NA,NA
21/8/2022,Silver carp,100,NA,NA
21/8/2022,Silver sillago,150,NA,NA
21/8/2022,Oil sardine,NA,200,NA
21/8/2022,Great barracuda,NA,350,NA
21/8/2022,Black barred half beak,550,NA,NA
21/8/2022,Black tip reef shark,400,NA,NA
21/8/2022,Silver pomfret,190,NA,NA
21/8/2022,Whiteleg Shrimp,100,NA,NA
21/8/2022,Reba Carp,140,NA,NA
21/8/2022,Japanese threadfin bream,350,NA,NA
21/8/2022,Indo -pacific sail fish,300,NA,NA
21/8/2022,Big eye trevally,100,NA,NA
21/8/2022,Yellow goat fish,250,NA,NA
21/8/2022,Murrel,400,NA,NA
21/8/2022,Skipjack tuna,150,NA,NA
21/8/2022,Narrow-barred spanish mackerel,NA,380,NA
21/8/2022,Hound needle fish,NA,320,NA
21/8/2022,Spiny cheek grouper,550,NA,NA
21/8/2022,Brown mussel,150,NA,NA
21/8/2022,Flower tail prawn,420,NA,NA
21/8/2022,Giant Snakehead,300,NA,NA
21/8/2022,Smooth brass snake head,160,NA,NA
21/8/2022,Green mud crab,700,NA,NA
21/8/2022,Large head hairtail,300,NA,NA
21/8/2022,Black pomfret,350,NA,NA
21/8/2022,Pool Barb,350,NA,NA
21/8/2022,Tilapia,75,NA,NA
21/8/2022,Spade nose shark,150,NA,NA
21/8/2022,Milk shark,NA,450,NA
21/8/2022,Pickhandle barracuda,NA,360,NA
21/8/2022,Spineless cuttle fish,500,NA,NA
21/8/2022,Commersons glassy perchlet,100,NA,NA
21/8/2022,Rainbow Trout,800,NA,NA
21/8/2022,striped Spiny Eel,400,NA,NA
21/8/2022,Greasy grouper,550,NA,NA
21/8/2022,Mangrove snapper,400,NA,NA
21/8/2022,Grey mullet,400,NA,NA
22/8/2022,Rainbow sardine,NA,150,NA
22/8/2022,Rohu,240,NA,NA
22/8/2022,Rita,350,NA,NA
22/8/2022,Big eye tuna,NA,NA,350
22/8/2022,Talang queen fish,NA,NA,250
22/8/2022,Burmese King Fish,80,NA,NA
22/8/2022,Indian white prawn,300,NA,NA
22/8/2022,Common carp,350,NA,NA
22/8/2022,Indo-pacific seer fish,1400,NA,NA
22/8/2022,John\'s snapper,600,NA,NA
22/8/2022,Flower tail prawn,420,NA,NA
22/8/2022,Oil sardine,NA,150,NA
22/8/2022,Tilapia,330,NA,NA
22/8/2022,Stripped Gourami,80,NA,NA
22/8/2022,Common dolphin fish,NA,350,NA
22/8/2022,Yellow goat fish,NA,160,NA
22/8/2022,Carnatic carp,130,NA,NA
22/8/2022,Mrigal,100,NA,NA
22/8/2022,Black Rohu,240,NA,NA
22/8/2022,Lesser tigertooth croaker,600,NA,NA
22/8/2022,Japanese threadfin bream,300,NA,NA
22/8/2022,Gold spot mullet,NA,NA,240
22/8/2022,Black marlin,NA,NA,250
22/8/2022,Cobia,NA,300,NA
22/8/2022,Greater lizard fish,NA,NA,250
22/8/2022,Bearded croaker,NA,350,NA
22/8/2022,Indian Glassy Fish,30,NA,NA
22/8/2022,Silver carp,110,NA,NA
22/8/2022,Giant freshwater prawn,550,NA,NA
22/8/2022,Malabar tongue sole,300,NA,NA
22/8/2022,Greasy grouper,500,NA,NA
22/8/2022,Pearl Spot,350,NA,NA
22/8/2022,Frigate tuna,NA,120,NA
22/8/2022,Hound needle fish,NA,250,NA
22/8/2022,Spotted croaker,NA,NA,170
22/8/2022,Blue Swimming Crab,NA,350,NA
22/8/2022,Tiger loach,40,NA,NA
22/8/2022,Murrel,440,NA,NA
22/8/2022,Golden Mahseer,420,NA,NA
22/8/2022,Spotted crab,350,NA,NA
22/8/2022,Gold spotted granadier anchovy,200,NA,NA
22/8/2022,Climbing Perch,200,NA,NA
22/8/2022,Great barracuda,NA,300,NA
22/8/2022,Indian thread fin,NA,450,NA
22/8/2022,Yellowfin tuna,NA,NA,180
22/8/2022,Flowercrab,NA,350,NA
22/8/2022,Spineless cuttle fish,450,NA,NA
22/8/2022,Chocolate Mahseer,400,NA,NA
22/8/2022,Grass carp,350,NA,NA
22/8/2022,Bronze Featherback,352,NA,NA
22/8/2022,Fringed-lipped peninsula carp,125,NA,NA
22/8/2022,Reba Carp,120,NA,NA
22/8/2022,Green mud crab,NA,550,NA
22/8/2022,Milk shark,NA,300,NA
22/8/2022,Assamese snake head,200,NA,NA
22/8/2022,Giant catfish,NA,250,NA
22/8/2022,Small head hairtail,200,NA,NA
22/8/2022,Roopchand,170,NA,NA
22/8/2022,Hilsa shad,400,NA,NA
22/8/2022,Indian featherback or Chital,350,NA,NA
22/8/2022,Black barred half beak,500,NA,NA
22/8/2022,Singhi,400,NA,NA
22/8/2022,Indian anchovy,NA,140,NA
22/8/2022,Pompano,NA,300,NA
22/8/2022,Giant Snakehead,300,NA,NA
22/8/2022,Horse Mackerel,NA,350,NA
22/8/2022,Malabar grouper,450,NA,NA
22/8/2022,Giant tiger prawn,NA,530,NA
22/8/2022,Magur,280,NA,NA
22/8/2022,Pool Barb,350,NA,NA
22/8/2022,Green Snake head,140,NA,NA
22/8/2022,Jinga prawn,NA,NA,550
22/8/2022,Indian scad,100,NA,NA
22/8/2022,Red ring,NA,300,NA
22/8/2022,striped Spiny Eel,400,NA,NA
22/8/2022,Silver sillago,NA,1200,NA
22/8/2022,Malabar anchovy,300,NA,NA
22/8/2022,Silver pomfret,180,NA,NA
22/8/2022,Indian butter catfish,400,NA,NA
22/8/2022,Smooth brass snake head,280,NA,NA
22/8/2022,Bombay duck,250,NA,NA
22/8/2022,Indian squid,NA,250,NA
22/8/2022,Indo -pacific sail fish,NA,NA,250
22/8/2022,Silver Belly,NA,280,NA
22/8/2022,Zig zag eel,400,NA,NA
22/8/2022,False trevally,200,NA,NA
22/8/2022,Long tail tuna,400,NA,NA
22/8/2022,Asian Seabass,350,NA,NA
22/8/2022,Pangas catfish,230,NA,NA
22/8/2022,Indian river shad,140,NA,NA
22/8/2022,Grey mullet,400,NA,NA
22/8/2022,Narrow-barred spanish mackerel,NA,700,NA
22/8/2022,Pickhandle barracuda,NA,NA,260
22/8/2022,Spotted eagle ray,NA,280,NA
22/8/2022,Spiny cheek grouper,NA,350,NA
22/8/2022,Little tuna,400,NA,NA
22/8/2022,Big eye trevally,100,NA,NA
22/8/2022,Rainbow Trout,800,NA,NA
22/8/2022,Malabar blood snapper,NA,550,NA
22/8/2022,Four finger thread fin,500,NA,NA
22/8/2022,Indian mackerel,NA,250,NA
22/8/2022,Rock lobster,NA,NA,1200
22/8/2022,Short fin eel,300,NA,NA
22/8/2022,Catla,250,NA,NA
22/8/2022,White sardine,NA,350,NA
22/8/2022,Kiddi shrimp,400,NA,NA
22/8/2022,Black pomfret,360,NA,NA
23/8/2022,Pickhandle barracuda,NA,360,NA
23/8/2022,Carnatic carp,170,NA,NA
23/8/2022,Oyster,200,NA,NA
23/8/2022,Murrel,400,NA,NA
23/8/2022,Indian Glassy Fish,15,NA,NA
23/8/2022,Flat head lobster,NA,NA,500
23/8/2022,Giant freshwater prawn,450,NA,NA
23/8/2022,Whitefin wolf herring,100,NA,NA
23/8/2022,Giant catfish,750,NA,NA
23/8/2022,John\'s snapper,650,NA,NA
23/8/2022,Green mussel,200,NA,NA
23/8/2022,Short fin eel,150,NA,NA
23/8/2022,Singhi,280,NA,NA
