Date,Name of Species,Small (in Rs.),Medium (in Rs.),Large (in Rs.)
23/8/2022,Pompano,NA,400,NA
23/8/2022,Tiger loach,350,NA,NA
23/8/2022,Pelagic thresher,300,NA,NA
23/8/2022,Black Rohu,240,NA,NA
23/8/2022,Spiny cheek grouper,NA,350,NA
23/8/2022,Pharaoh cuttle fish,NA,NA,580
23/8/2022,Grass carp,NA,NA,280
23/8/2022,Whiteleg Shrimp,250,NA,NA
23/8/2022,Indian anchovy,200,NA,NA
23/8/2022,Kiddi shrimp,450,NA,NA
23/8/2022,Indian nylon shrimp,100,NA,NA
23/8/2022,Hilsa shad,1000,NA,NA
23/8/2022,Smooth brass snake head,140,NA,NA
23/8/2022,Silver Belly,NA,300,NA
23/8/2022,Big eye thresher,400,NA,NA
23/8/2022,Red ring,100,NA,NA
23/8/2022,Asian Seabass,330,NA,NA
23/8/2022,Indian featherback or Chital,450,NA,NA
23/8/2022,Talang queen fish,NA,NA,250
23/8/2022,Magur,NA,NA,300
23/8/2022,Yellowfin tuna,400,NA,NA
23/8/2022,Lesser tigertooth croaker,600,NA,NA
23/8/2022,Malabar grouper,500,NA,NA
23/8/2022,Indian scad,100,NA,NA
23/8/2022,Chocolate Mahseer,150,NA,NA
23/8/2022,Blue Swimming Crab,NA,500,NA
23/8/2022,Spotted crab,NA,430,NA
23/8/2022,Big eye tuna,200,NA,NA
23/8/2022,Rock lobster,1000,NA,NA
23/8/2022,Big eye trevally,90,NA,NA
23/8/2022,Black barred half beak,550,NA,NA
23/8/2022,Giant Snakehead,300,NA,NA
23/8/2022,Mrigal,180,NA,NA
23/8/2022,Oil sardine,200,NA,NA
23/8/2022,Little tuna,450,NA,NA
23/8/2022,Indo -pacific sail fish,300,NA,NA
23/8/2022,Burmese King Fish,150,NA,NA
23/8/2022,Cobia,NA,380,NA
23/8/2022,Grey mullet,NA,NA,550
23/8/2022,Black marlin,250,NA,NA
23/8/2022,Skipjack tuna,200,NA,NA
23/8/2022,Black pomfret,450,NA,NA
23/8/2022,Bombay duck,300,NA,NA
23/8/2022,Green Snake head,200,NA,NA
23/8/2022,Pangas catfish,NA,NA,170
23/8/2022,Rainbow sardine,200,NA,NA
23/8/2022,Flowercrab,NA,400,NA
23/8/2022,Long tail tuna,450,NA,NA
23/8/2022,Large head hairtail,300,NA,NA
23/8/2022,Rita,130,NA,NA
23/8/2022,Gold spot mullet,NA,NA,260
23/8/2022,Pabo Catfish,NA,270,NA
23/8/2022,Spade nose shark,400,NA,NA
23/8/2022,Pearl Spot,400,NA,NA
23/8/2022,Stripped Gourami,100,NA,NA
23/8/2022,striped Spiny Eel,400,NA,NA
23/8/2022,Rohu,NA,NA,230
23/8/2022,White sardine,350,NA,NA
23/8/2022,Flower tail prawn,NA,300,NA
23/8/2022,Malabar anchovy,350,NA,NA
23/8/2022,Mangrove snapper,400,NA,NA
23/8/2022,Golden Mahseer,400,NA,NA
23/8/2022,Green mud crab,NA,350,NA
23/8/2022,Black tip reef shark,400,NA,NA
23/8/2022,Splendid pony fish,150,NA,NA
23/8/2022,Indian mackerel,120,NA,NA
23/8/2022,Four finger thread fin,550,NA,NA
23/8/2022,Big-eyes,150,NA,NA
23/8/2022,Roopchand,NA,NA,170
23/8/2022,Bronze Featherback,130,NA,NA
23/8/2022,Great barracuda,NA,350,NA
23/8/2022,Malabar blood snapper,450,NA,NA
23/8/2022,Milk fish,150,NA,NA
23/8/2022,Rainbow Trout,800,NA,NA
23/8/2022,Horse Mackerel,NA,350,NA
23/8/2022,Pool Barb,170,NA,NA
23/8/2022,Spotted croaker,200,NA,NA
23/8/2022,Indo-pacific seer fish,NA,400,NA
23/8/2022,Gold spotted granadier anchovy,250,NA,NA
23/8/2022,Brown mussel,150,NA,NA
23/8/2022,Silver carp,NA,NA,280
23/8/2022,Yellow goat fish,250,NA,NA
23/8/2022,Hound needle fish,NA,350,NA
23/8/2022,Small head hairtail,250,NA,NA
23/8/2022,Milk shark,400,NA,NA
23/8/2022,Giant tiger prawn,430,NA,NA
23/8/2022,Assamese snake head,20,NA,NA
23/8/2022,Zig zag eel,410,NA,NA
23/8/2022,Striped bonito,300,NA,NA
23/8/2022,Bearded croaker,400,NA,NA
23/8/2022,Greasy grouper,550,NA,NA
23/8/2022,Commersons glassy perchlet,100,NA,NA
23/8/2022,Tilapia,NA,NA,170
23/8/2022,Climbing Perch,120,NA,NA
23/8/2022,Indian thread fin,NA,550,NA
23/8/2022,Spineless cuttle fish,500,NA,NA
23/8/2022,Mustached anchovy,100,NA,NA
23/8/2022,Indian white prawn,410,NA,NA
23/8/2022,Jinga prawn,NA,400,NA
23/8/2022,Common dolphin fish,NA,290,NA
23/8/2022,Catla,NA,NA,230
23/8/2022,Sword fish,250,NA,NA
23/8/2022,False trevally,200,NA,NA
23/8/2022,Indian squid,500,NA,NA
23/8/2022,Granulated guitar fish,100,NA,NA
23/8/2022,Indian butter catfish,130,NA,NA
23/8/2022,Indian river shad,180,NA,NA
23/8/2022,Narrow-barred spanish mackerel,NA,380,NA
23/8/2022,Spotted eagle ray,550,NA,NA
23/8/2022,Needle cuttle fish,200,NA,NA
23/8/2022,Silver pomfret,190,NA,NA
23/8/2022,Silver sillago,NA,1200,NA
23/8/2022,Malabar tongue sole,80,NA,NA
23/8/2022,Common carp,NA,NA,300
23/8/2022,Torpedo scad,250,NA,NA
23/8/2022,Frigate tuna,500,NA,NA
23/8/2022,Japanese threadfin bream,350,NA,NA
23/8/2022,Greater lizard fish,100,NA,NA
23/8/2022,Fringed-lipped peninsula carp,150,NA,NA
23/8/2022,Reba Carp,130,NA,NA
24/8/2022,Giant tiger prawn,NA,530,NA
24/8/2022,Narrow-barred spanish mackerel,NA,750,NA
24/8/2022,Long tail tuna,500,NA,NA
24/8/2022,Rock lobster,NA,NA,1200
24/8/2022,Asian Seabass,330,NA,NA
24/8/2022,Horse Mackerel,NA,350,NA
24/8/2022,Silver Belly,NA,NA,120
24/8/2022,Singhi,350,NA,NA
24/8/2022,Japanese threadfin bream,350,NA,NA
24/8/2022,Black tip reef shark,NA,650,NA
24/8/2022,Silver pomfret,170,NA,NA
24/8/2022,Oil sardine,NA,120,NA
24/8/2022,Little tuna,500,NA,NA
24/8/2022,Yellow goat fish,NA,160,NA
24/8/2022,Indian white prawn,300,NA,NA
24/8/2022,Big eye tuna,300,NA,NA
24/8/2022,Silver sillago,NA,1200,NA
24/8/2022,Striped bonito,NA,NA,80
24/8/2022,Chocolate Mahseer,400,NA,NA
24/8/2022,Assamese snake head,300,NA,NA
24/8/2022,Indian squid,220,NA,NA
24/8/2022,Bronze Featherback,80,NA,NA
24/8/2022,Rainbow sardine,NA,120,NA
24/8/2022,Kiddi shrimp,500,NA,NA
24/8/2022,Green mussel,250,NA,NA
24/8/2022,Catla,120,NA,NA
24/8/2022,Big eye trevally,90,NA,NA
24/8/2022,Spiny cheek grouper,NA,350,NA
24/8/2022,Indian thread fin,NA,NA,600
24/8/2022,Hilsa shad,380,NA,NA
24/8/2022,Giant Snakehead,300,NA,NA
24/8/2022,Black barred half beak,600,NA,NA
24/8/2022,Burmese King Fish,140,NA,NA
24/8/2022,White sardine,NA,120,NA
24/8/2022,John\'s snapper,700,NA,NA
24/8/2022,Whitefin wolf herring,80,NA,NA
24/8/2022,Climbing Perch,135,NA,NA
24/8/2022,Frigate tuna,300,NA,NA
24/8/2022,Spineless cuttle fish,NA,450,NA
24/8/2022,Whiteleg Shrimp,400,NA,NA
24/8/2022,Magur,250,NA,NA
24/8/2022,Indian Glassy Fish,150,NA,NA
24/8/2022,Bombay duck,350,NA,NA
24/8/2022,Giant freshwater prawn,500,NA,NA
24/8/2022,Spotted crab,NA,175,NA
24/8/2022,Hound needle fish,550,NA,NA
24/8/2022,Talang queen fish,50,NA,NA
24/8/2022,Common carp,140,NA,NA
24/8/2022,Giant catfish,400,NA,NA
24/8/2022,Big eye thresher,450,NA,NA
24/8/2022,striped Spiny Eel,NA,NA,600
24/8/2022,Indian butter catfish,380,NA,NA
24/8/2022,Pool Barb,120,NA,NA
24/8/2022,Four finger thread fin,600,NA,NA
24/8/2022,Mrigal,150,NA,NA
24/8/2022,Indian mackerel,NA,200,NA
24/8/2022,Greasy grouper,600,NA,NA
24/8/2022,Spade nose shark,100,NA,NA
24/8/2022,Black Rohu,155,NA,NA
24/8/2022,Black pomfret,400,NA,NA
24/8/2022,Black marlin,250,NA,NA
24/8/2022,Indian trout,NA,300,NA
24/8/2022,Pangas catfish,160,NA,NA
24/8/2022,Rita,400,NA,NA
24/8/2022,Gold spot mullet,600,NA,NA
24/8/2022,Flower tail prawn,400,NA,NA
24/8/2022,Malabar tongue sole,NA,150,NA
24/8/2022,Gold spotted granadier anchovy,300,NA,NA
24/8/2022,Big-eyes,NA,220,NA
24/8/2022,Fringed-lipped peninsula carp,120,NA,NA
24/8/2022,Grey mullet,NA,NA,600
24/8/2022,Murrel,300,NA,NA
24/8/2022,Zebra Danio,NA,NA,800
24/8/2022,Rainbow Trout,800,NA,NA
24/8/2022,Short fin eel,300,NA,NA
24/8/2022,Spotted eagle ray,600,NA,NA
24/8/2022,Flowercrab,350,NA,NA
24/8/2022,Bearded croaker,300,NA,NA
24/8/2022,Cobia,NA,490,NA
24/8/2022,Carnatic carp,130,NA,NA
24/8/2022,Grass carp,130,NA,NA
24/8/2022,Indo-pacific seer fish,600,NA,NA
24/8/2022,Malabar blood snapper,NA,600,NA
24/8/2022,Tiger loach,40,NA,NA
24/8/2022,Rohu,160,NA,NA
24/8/2022,Smooth brass snake head,200,NA,NA
24/8/2022,Small head hairtail,300,NA,NA
24/8/2022,Common dolphin fish,NA,290,NA
24/8/2022,Green mud crab,350,NA,NA
24/8/2022,Blue Swimming Crab,NA,350,NA
24/8/2022,Flat head lobster,NA,NA,1200
24/8/2022,Green Snake head,140,NA,NA
24/8/2022,Spotted croaker,350,NA,NA
24/8/2022,Golden Mahseer,110,NA,NA
24/8/2022,Pabo Catfish,NA,450,NA
24/8/2022,Roopchand,170,NA,NA
24/8/2022,Indian river shad,160,NA,NA
24/8/2022,Malabar grouper,550,NA,NA
24/8/2022,Great barracuda,NA,300,NA
24/8/2022,Jinga prawn,400,NA,NA
24/8/2022,False trevally,200,NA,NA
24/8/2022,Greater lizard fish,NA,NA,250
24/8/2022,Indian featherback or Chital,NA,318,NA
24/8/2022,Pearl Spot,400,NA,NA
24/8/2022,Stripped Gourami,120,NA,NA
24/8/2022,Zig zag eel,NA,450,NA
24/8/2022,Tilapia,260,NA,NA
24/8/2022,Reba Carp,140,NA,NA
24/8/2022,Malabar anchovy,400,NA,NA
24/8/2022,Indian scad,100,NA,NA
24/8/2022,Pompano,600,NA,NA
24/8/2022,Indian anchovy,200,NA,NA
24/8/2022,Pickhandle barracuda,NA,NA,240
24/8/2022,Silver carp,NA,150,NA
24/8/2022,Lesser tigertooth croaker,350,NA,NA
24/8/2022,Jaya,200,NA,NA
25/8/2022,Assamese snake head,350,NA,NA
25/8/2022,Short fin eel,450,NA,NA
25/8/2022,Jinga prawn,NA,250,NA
25/8/2022,Pompano,600,NA,NA
25/8/2022,Spiny cheek grouper,150,NA,NA
25/8/2022,Giant freshwater prawn,400,NA,NA
25/8/2022,Asian Seabass,330,NA,NA
25/8/2022,Indian squid,NA,350,NA
25/8/2022,Horse Mackerel,NA,350,NA
25/8/2022,Tiger loach,350,NA,NA
25/8/2022,False trevally,75,NA,NA
25/8/2022,Big-eyes,NA,220,NA
25/8/2022,Bronze Featherback,350,NA,NA
25/8/2022,Silver carp,250,NA,NA
25/8/2022,Indian mackerel,NA,250,NA
25/8/2022,Spotted croaker,350,NA,NA
25/8/2022,Black barred half beak,400,NA,NA
25/8/2022,Golden Mahseer,700,NA,NA
25/8/2022,Big eye trevally,90,NA,NA
25/8/2022,Indo -pacific sail fish,NA,NA,250
25/8/2022,Whiteleg Shrimp,400,NA,NA
25/8/2022,Indian butter catfish,400,NA,NA
25/8/2022,Black tip reef shark,150,NA,NA
25/8/2022,Flowercrab,NA,250,NA
25/8/2022,Flat head lobster,NA,NA,1200
25/8/2022,Giant Snakehead,350,NA,NA
25/8/2022,Singhi,450,NA,NA
25/8/2022,Oil sardine,NA,150,NA
25/8/2022,Gold spotted granadier anchovy,100,NA,NA
25/8/2022,Grass carp,250,NA,NA
25/8/2022,Black pomfret,400,NA,NA
25/8/2022,Large head hairtail,NA,160,NA
25/8/2022,Pharaoh cuttle fish,NA,NA,480
25/8/2022,Pabo Catfish,400,NA,NA
25/8/2022,Blue Swimming Crab,70,NA,NA
25/8/2022,Brown mussel,100,NA,NA
25/8/2022,Greater lizard fish,NA,NA,250
25/8/2022,Burmese King Fish,300,NA,NA
25/8/2022,Smooth brass snake head,350,NA,NA
25/8/2022,Rainbow sardine,NA,150,NA
25/8/2022,Hound needle fish,450,NA,NA
25/8/2022,Green Snake head,350,NA,NA
25/8/2022,Flower tail prawn,420,NA,NA
25/8/2022,Milk fish,NA,150,NA
25/8/2022,Pangas catfish,200,NA,NA
25/8/2022,Bombay duck,NA,70,NA
25/8/2022,Four finger thread fin,NA,800,NA
25/8/2022,Little tuna,NA,NA,150
25/8/2022,Carnatic carp,250,NA,NA
25/8/2022,Murrel,350,NA,NA
25/8/2022,White sardine,NA,150,NA
25/8/2022,Kiddi shrimp,300,NA,NA
25/8/2022,Hilsa shad,400,NA,NA
25/8/2022,Giant tiger prawn,480,NA,NA
25/8/2022,Rock lobster,NA,NA,1200
25/8/2022,Pool Barb,300,NA,NA
25/8/2022,Green mussel,250,NA,NA
25/8/2022,Indo-pacific seer fish,NA,850,NA
25/8/2022,Long tail tuna,NA,NA,160
25/8/2022,Catla,300,NA,NA
25/8/2022,striped Spiny Eel,400,NA,NA
25/8/2022,Black marlin,NA,NA,250
25/8/2022,Malabar anchovy,350,NA,NA
25/8/2022,Indian featherback or Chital,600,NA,NA
25/8/2022,Gold spot mullet,NA,NA,230
25/8/2022,Striped bonito,NA,80,NA
25/8/2022,Rainbow Trout,400,NA,NA
25/8/2022,Common dolphin fish,60,NA,NA
25/8/2022,Japanese threadfin bream,NA,320,NA
25/8/2022,Milk shark,NA,NA,250
25/8/2022,Chocolate Mahseer,600,NA,NA
25/8/2022,Stripped Gourami,400,NA,NA
25/8/2022,Frigate tuna,NA,120,NA
25/8/2022,Malabar blood snapper,300,NA,NA
25/8/2022,Indian Glassy Fish,300,NA,NA
25/8/2022,Indian thread fin,NA,NA,600
25/8/2022,Yellow goat fish,NA,150,NA
25/8/2022,Reba Carp,250,NA,NA
25/8/2022,John\'s snapper,220,NA,NA
25/8/2022,Silver sillago,NA,490,NA
25/8/2022,Pickhandle barracuda,NA,NA,280
25/8/2022,Climbing Perch,35,NA,NA
25/8/2022,Tilapia,250,NA,NA
25/8/2022,Greasy grouper,NA,320,NA
25/8/2022,Malabar grouper,400,NA,NA
25/8/2022,Indian river shad,350,NA,NA
25/8/2022,Pearl Spot,380,NA,NA
25/8/2022,Giant catfish,550,NA,NA
25/8/2022,Rita,400,NA,NA
25/8/2022,Cobia,150,NA,NA
25/8/2022,Big eye tuna,300,NA,NA
25/8/2022,Silver Belly,NA,NA,120
25/8/2022,Common carp,300,NA,NA
25/8/2022,Indian trout,300,NA,NA
25/8/2022,Great barracuda,NA,NA,260
25/8/2022,Small head hairtail,250,NA,NA
25/8/2022,Jaya,350,NA,NA
25/8/2022,Silver pomfret,900,NA,NA
25/8/2022,Lesser tigertooth croaker,450,NA,NA
25/8/2022,Rohu,280,NA,NA
25/8/2022,Narrow-barred spanish mackerel,NA,700,NA
25/8/2022,Grey mullet,400,NA,NA
25/8/2022,Talang queen fish,NA,NA,170
25/8/2022,Black Rohu,300,NA,NA
25/8/2022,Zebra Danio,400,NA,NA
25/8/2022,Indian anchovy,NA,140,NA
25/8/2022,Spineless cuttle fish,450,NA,NA
25/8/2022,Magur,500,NA,NA
25/8/2022,Indian white prawn,400,NA,NA
25/8/2022,Malabar tongue sole,350,NA,NA
25/8/2022,Roopchand,200,NA,NA
25/8/2022,Mangrove snapper,NA,550,NA
25/8/2022,Green mud crab,300,NA,NA
25/8/2022,Big eye thresher,400,NA,NA
25/8/2022,Fringed-lipped peninsula carp,300,NA,NA
25/8/2022,Zig zag eel,400,NA,NA
25/8/2022,Indian scad,80,NA,NA
25/8/2022,Spotted eagle ray,350,NA,NA
25/8/2022,Mrigal,350,NA,NA
25/8/2022,Bearded croaker,60,NA,NA
25/8/2022,Spotted crab,300,NA,NA
26/8/2022,Small head hairtail,200,NA,NA
26/8/2022,Tilapia,80,NA,NA
26/8/2022,Whitefin wolf herring,100,NA,NA
26/8/2022,Giant tiger prawn,300,NA,NA
26/8/2022,Lesser tigertooth croaker,350,NA,NA
26/8/2022,Yellowfin tuna,NA,NA,180
26/8/2022,Flat head lobster,NA,NA,450
26/8/2022,Bronze Featherback,140,NA,NA
26/8/2022,Flowercrab,350,NA,NA
26/8/2022,Pelagic thresher,300,NA,NA
26/8/2022,John\'s snapper,180,NA,NA
26/8/2022,Assamese snake head,300,NA,NA
26/8/2022,Indian Glassy Fish,10,NA,NA
26/8/2022,Spotted eagle ray,550,NA,NA
26/8/2022,Asian Seabass,300,NA,NA
26/8/2022,striped Spiny Eel,NA,620,NA
26/8/2022,Silver Belly,50,NA,NA
26/8/2022,Pompano,600,NA,NA
26/8/2022,Big eye thresher,300,NA,NA
26/8/2022,Green mussel,250,NA,NA
26/8/2022,Climbing Perch,130,NA,NA
26/8/2022,Indian squid,200,NA,NA
26/8/2022,Pharaoh cuttle fish,300,NA,NA
26/8/2022,Silver pomfret,NA,NA,1200
26/8/2022,Giant Snakehead,300,NA,NA
26/8/2022,Indian trout,15,NA,NA
26/8/2022,Granulated guitar fish,NA,50,NA
26/8/2022,Bearded croaker,60,NA,NA
26/8/2022,Golden Mahseer,400,NA,NA
26/8/2022,Spotted croaker,350,NA,NA
26/8/2022,Black marlin,300,NA,NA
26/8/2022,Four finger thread fin,300,NA,NA
26/8/2022,Black Rohu,210,NA,NA
26/8/2022,Indian thread fin,380,NA,NA
26/8/2022,Red ring,100,NA,NA
26/8/2022,Spiny cheek grouper,NA,NA,380
26/8/2022,Burmese King Fish,140,NA,NA
26/8/2022,Green Snake head,NA,215,NA
26/8/2022,Greater lizard fish,NA,120,NA
26/8/2022,Black pomfret,200,NA,NA
26/8/2022,Grass carp,300,NA,NA
26/8/2022,Indian anchovy,NA,140,NA
26/8/2022,Brown mussel,150,NA,NA
26/8/2022,Giant catfish,NA,NA,200
26/8/2022,Giant freshwater prawn,340,NA,NA
26/8/2022,Gold spot mullet,NA,400,NA
26/8/2022,Indian white prawn,300,NA,NA
26/8/2022,Rock lobster,1000,NA,NA
26/8/2022,Talang queen fish,NA,NA,250
26/8/2022,Pool Barb,120,NA,NA
26/8/2022,Jaya,155,NA,NA
26/8/2022,Milk fish,NA,70,NA
26/8/2022,Black tip reef shark,130,NA,NA
26/8/2022,Hilsa shad,370,NA,NA
26/8/2022,Indian scad,100,NA,NA
26/8/2022,Commersons glassy perchlet,100,NA,NA
26/8/2022,Greasy grouper,NA,NA,500
26/8/2022,Indian featherback or Chital,340,NA,NA
26/8/2022,Horse Mackerel,NA,300,NA
26/8/2022,Catla,120,NA,NA
26/8/2022,Skipjack tuna,200,NA,NA
26/8/2022,Torpedo scad,NA,NA,300
26/8/2022,Rita,400,NA,NA
26/8/2022,Black barred half beak,500,NA,NA
26/8/2022,Carnatic carp,220,NA,NA
26/8/2022,Blue Swimming Crab,100,NA,NA
26/8/2022,Magur,250,NA,NA
26/8/2022,Indo -pacific sail fish,NA,NA,250
26/8/2022,Indian nylon shrimp,100,NA,NA
26/8/2022,Great barracuda,NA,NA,250
26/8/2022,Indian river shad,150,NA,NA
26/8/2022,Kiddi shrimp,NA,650,NA
26/8/2022,Common carp,100,NA,NA
26/8/2022,Spade nose shark,250,NA,NA
26/8/2022,Malabar tongue sole,50,NA,NA
26/8/2022,Short fin eel,300,NA,NA
26/8/2022,Gold spotted granadier anchovy,150,NA,NA
26/8/2022,Tiger loach,355,NA,NA
26/8/2022,Bombay duck,80,NA,NA
26/8/2022,Indian butter catfish,NA,440,NA
26/8/2022,Yellow goat fish,NA,150,NA
26/8/2022,Large head hairtail,300,NA,NA
26/8/2022,Indian mackerel,75,NA,NA
26/8/2022,Reba Carp,160,NA,NA
26/8/2022,Silver sillago,NA,1000,NA
26/8/2022,Mrigal,110,NA,NA
26/8/2022,Splendid pony fish,100,NA,NA
26/8/2022,Mangrove snapper,350,NA,NA
26/8/2022,Big eye tuna,300,NA,NA
26/8/2022,Hound needle fish,500,NA,NA
26/8/2022,Pabo Catfish,310,NA,NA
26/8/2022,Cobia,130,NA,NA
26/8/2022,Pangas catfish,160,NA,NA
26/8/2022,Stripped Gourami,300,NA,NA
26/8/2022,Milk shark,400,NA,NA
26/8/2022,Indo-pacific seer fish,NA,NA,500
26/8/2022,Singhi,310,NA,NA
26/8/2022,Spineless cuttle fish,NA,200,NA
26/8/2022,Little tuna,450,NA,NA
26/8/2022,Rohu,110,NA,NA
26/8/2022,Striped bonito,200,NA,NA
26/8/2022,Oil sardine,NA,80,NA
26/8/2022,Frigate tuna,300,NA,NA
26/8/2022,Zebra Danio,175,NA,NA
26/8/2022,False trevally,140,NA,NA
26/8/2022,Rainbow Trout,800,NA,NA
26/8/2022,Rainbow sardine,175,NA,NA
26/8/2022,Mustached anchovy,100,NA,NA
26/8/2022,Jinga prawn,NA,180,NA
26/8/2022,Smooth brass snake head,160,NA,NA
26/8/2022,Whiteleg Shrimp,NA,700,NA
26/8/2022,Long tail tuna,450,NA,NA
26/8/2022,Silver carp,100,NA,NA
26/8/2022,Sword fish,100,NA,NA
26/8/2022,Pearl Spot,100,NA,NA
26/8/2022,Green mud crab,350,NA,NA
26/8/2022,Zig zag eel,430,NA,NA
26/8/2022,Grey mullet,80,NA,NA
26/8/2022,Roopchand,150,NA,NA
26/8/2022,Spotted crab,300,NA,NA
26/8/2022,Needle cuttle fish,200,NA,NA
26/8/2022,Malabar grouper,NA,NA,420
26/8/2022,Big eye trevally,90,NA,NA
26/8/2022,Malabar blood snapper,500,NA,NA
26/8/2022,Malabar anchovy,350,NA,NA
26/8/2022,Murrel,400,NA,NA
26/8/2022,Two wing flying fish,100,NA,NA
26/8/2022,White sardine,75,NA,NA
26/8/2022,Japanese threadfin bream,350,NA,NA
26/8/2022,Pickhandle barracuda,NA,NA,240
26/8/2022,Common dolphin fish,NA,NA,225
26/8/2022,Flower tail prawn,430,NA,NA
26/8/2022,Big-eyes,150,NA,NA
26/8/2022,Oyster,200,NA,NA
26/8/2022,Narrow-barred spanish mackerel,NA,NA,1100
26/8/2022,Chocolate Mahseer,400,NA,NA
26/8/2022,Fringed-lipped peninsula carp,20,NA,NA
27/8/2022,Common dolphin fish,100,NA,NA
27/8/2022,Sword fish,150,NA,NA
27/8/2022,Pool Barb,120,NA,NA
27/8/2022,Stripped Gourami,320,NA,NA
27/8/2022,Climbing Perch,140,NA,NA
27/8/2022,Bombay duck,50,NA,NA
27/8/2022,Green mud crab,350,NA,NA
27/8/2022,Long tail tuna,450,NA,NA
27/8/2022,Hilsa shad,400,NA,NA
27/8/2022,Large head hairtail,250,NA,NA
27/8/2022,Malabar grouper,250,NA,NA
27/8/2022,Flat head lobster,NA,NA,1200
27/8/2022,False trevally,100,NA,NA
27/8/2022,Torpedo scad,150,NA,NA
27/8/2022,Rita,400,NA,NA
27/8/2022,Greasy grouper,NA,250,NA
27/8/2022,Black Rohu,210,NA,NA
27/8/2022,Jaya,180,NA,NA
27/8/2022,Malabar tongue sole,50,NA,NA
27/8/2022,Lesser tigertooth croaker,350,NA,NA
27/8/2022,Black barred half beak,550,NA,NA
27/8/2022,Pangas catfish,230,NA,NA
27/8/2022,Milk fish,150,NA,NA
27/8/2022,Jinga prawn,NA,450,NA
27/8/2022,Great barracuda,NA,NA,240
27/8/2022,Grey mullet,60,NA,NA
27/8/2022,Two wing flying fish,100,NA,NA
27/8/2022,Short fin eel,300,NA,NA
27/8/2022,Hound needle fish,NA,260,NA
27/8/2022,Indian white prawn,300,NA,NA
27/8/2022,Giant freshwater prawn,320,NA,NA
27/8/2022,Pharaoh cuttle fish,NA,NA,585
27/8/2022,Chocolate Mahseer,400,NA,NA
27/8/2022,Little tuna,400,NA,NA
27/8/2022,Gold spotted granadier anchovy,250,NA,NA
27/8/2022,Rainbow Trout,800,NA,NA
27/8/2022,Mustached anchovy,100,NA,NA
27/8/2022,Indian squid,NA,350,NA
27/8/2022,Greater lizard fish,NA,NA,240
27/8/2022,Green mussel,220,NA,NA
27/8/2022,Whitefin wolf herring,100,NA,NA
27/8/2022,Whiteleg Shrimp,320,NA,NA
27/8/2022,Milk shark,NA,300,NA
27/8/2022,Catla,110,NA,NA
27/8/2022,Grass carp,160,NA,NA
27/8/2022,Zig zag eel,280,NA,NA
27/8/2022,Golden Mahseer,400,NA,NA
27/8/2022,Pompano,600,NA,NA
27/8/2022,Roopchand,220,NA,NA
27/8/2022,Needle cuttle fish,150,NA,NA
27/8/2022,Narrow-barred spanish mackerel,NA,700,NA
27/8/2022,Indian scad,NA,NA,120
27/8/2022,Indian mackerel,80,NA,NA
27/8/2022,Yellow goat fish,100,NA,NA
27/8/2022,Spotted crab,150,NA,NA
27/8/2022,Red ring,NA,250,NA
27/8/2022,Common carp,100,NA,NA
27/8/2022,Indian featherback or Chital,410,NA,NA
27/8/2022,Big eye thresher,300,NA,NA
27/8/2022,Silver pomfret,180,NA,NA
27/8/2022,Fringed-lipped peninsula carp,200,NA,NA
27/8/2022,Asian Seabass,350,NA,NA
27/8/2022,Oyster,200,NA,NA
27/8/2022,Rainbow sardine,NA,150,NA
27/8/2022,Pickhandle barracuda,NA,NA,240
27/8/2022,John\'s snapper,250,NA,NA
27/8/2022,Yellowfin tuna,200,NA,NA
27/8/2022,Giant tiger prawn,520,NA,NA
27/8/2022,Spotted eagle ray,NA,250,NA
27/8/2022,Mrigal,110,NA,NA
27/8/2022,Indian river shad,150,NA,NA
27/8/2022,Big-eyes,100,NA,NA
27/8/2022,Flower tail prawn,NA,530,NA
27/8/2022,Green Snake head,400,NA,NA
27/8/2022,Bearded croaker,50,NA,NA
27/8/2022,Pelagic thresher,300,NA,NA
27/8/2022,Mangrove snapper,NA,550,NA
27/8/2022,Silver Belly,NA,NA,120
27/8/2022,Indo-pacific seer fish,250,NA,NA
27/8/2022,Tiger loach,320,NA,NA
27/8/2022,Gold spot mullet,180,NA,NA
27/8/2022,Japanese threadfin bream,NA,340,NA
27/8/2022,Rohu,110,NA,NA
27/8/2022,Magur,410,NA,NA
27/8/2022,Brown mussel,150,NA,NA
27/8/2022,Big eye trevally,350,NA,NA
27/8/2022,striped Spiny Eel,400,NA,NA
27/8/2022,Black pomfret,280,NA,NA
27/8/2022,Skipjack tuna,150,NA,NA
27/8/2022,Assamese snake head,300,NA,NA
27/8/2022,Spotted croaker,NA,NA,150
27/8/2022,Oil sardine,50,NA,NA
27/8/2022,Spiny cheek grouper,150,NA,NA
27/8/2022,Carnatic carp,130,NA,NA
27/8/2022,Silver carp,100,NA,NA
27/8/2022,Indian butter catfish,200,NA,NA
27/8/2022,Commersons glassy perchlet,100,NA,NA
27/8/2022,Big eye tuna,200,NA,NA
27/8/2022,Indian anchovy,150,NA,NA
27/8/2022,Black tip reef shark,180,NA,NA
27/8/2022,Spade nose shark,150,NA,NA
27/8/2022,Giant Snakehead,300,NA,NA
27/8/2022,Black marlin,NA,NA,250
27/8/2022,Pearl Spot,120,NA,NA
27/8/2022,Silver sillago,350,NA,NA
27/8/2022,Small head hairtail,250,NA,NA
27/8/2022,Murrel,400,NA,NA
27/8/2022,Reba Carp,140,NA,NA
